,site,year,month,day,replicate,species,stage,length,comments,entered,checked
467,ssp,2017,8,25,2,roso,3,273,,ben,bmm
468,chp,2018,5,29,2,bapi,3,273,,,
469,kis5,2014,7,28,1,bapi,3,272,,midoli/carolyn,ben
470,fei5,2014,8,23,1,bapi,2,272,,carolyn,midoli
471,fei5,2014,8,23,1,bapi,2,272,,carolyn,midoli
472,fei7,2014,8,25,2,bapi,2,272,,ben,carolyn
473,hdo,2014,9,7,1,bapi,2,272,,carolyn,midoli
474,pba,2015,5,20,2,stfl,3,272,,zach,zach
475,hdo,2015,6,2,1,snpr,3,272,,ben,midoli
476,hab2,2015,7,12,1,repe,3,272,,zach,zach
477,hdo,2015,7,29,1,snpr,3,272,,zach,ben
478,fei13,2015,8,12,1,bapi,3,272,,ben,zach
479,pba,2016,5,9,2,stsc,3,272,,zach,kaia
480,pba,2016,9,18,1,bapi,3,272,,ben,
481,pba,2019,7,31,2,bapi,3,272,,TF,KB
482,fan1,2021,7,14,1,bapi,2,272,,RO,CP
483,fei4,2016,7,25,2,stsc,3,271,,kaia,midoli
484,pba,2017,4,1,2,bapi,3,271,,tyrel,tyrel
485,hab2,2018,7,12,1,repe,3,271,,op,
486,hab2,2014,6,14,1,pegu,3,270,,carolyn,midoli
487,koe2,2014,6,15,2,dova,3,270,,carolyn,midoli
488,hdo,2014,7,3,1,stfl,3,270,,midoli,midoli
489,pba,2014,7,10,2,stsc,3,270,,ben,midoli
490,koe1,2014,7,24,2,saso,3,270,,midoli,ben
491,chp,2014,8,14,2,pegu,3,270,,ben,carolyn
492,hdo,2014,8,21,1,snpr,3,270,,midoli,b
493,pba,2014,9,8,1,bapi,2,270,,carolyn,midoli
494,kis7,2015,5,23,1,bapi,2,270,,,zach
495,kis7,2015,5,23,1,snpr,3,270,,,zach
496,hab5,2015,6,14,1,bapi,2,270,,zach,midoli
497,pba,2015,7,2,1,snpr,3,270,,,ben
498,koe1,2015,7,8,2,stfl,3,270,,ben,ben
499,koe1,2015,7,31,1,stfl,3,270,,zach,kaia
500,gog1,2015,8,15,1,bapi,3,270,,zach,ben
501,wfb,2016,6,6,1,saso,3,270,,midoli,kaia
502,pba,2016,7,3,1,snpr,3,270,,,midoli
503,chp,2017,5,25,2,pegu,3,270,,gsb,kdb
504,gog1,2017,7,26,1,bapi,3,270,,jg,jg
505,ssp,2017,8,25,2,stfl,3,270,,ben,bmm
506,ssp,2018,3,21,1,stfl,3,270,,ben,
507,fan3,2019,8,3,1,bapi,3,270,,KB,TF
508,koe1,2014,6,15,2,stfl,3,269,,carolyn,midoli
509,koe2,2014,6,15,2,dova,3,269,,carolyn,midoli
510,ssp,2016,7,4,1,bapi,3,269,,kaia,midoli
511,sni2,2017,7,23,1,stsc,3,269,,jg,kaia
512,koe1,2019,8,4,2,stfl,3,269,,TF,KB
513,pba,2021,7,10,2,bapi,3,269,,ZM,RO
514,hab2,2014,6,14,2,stfl,3,268,,carolyn,midoli
515,pba,2014,9,8,1,bapi,2,268,,carolyn,midoli
516,pba,2014,9,8,1,bapi,2,268,,carolyn,midoli
517,ssp,2014,9,9,1,bapi,2,268,,midoli,carolyn
518,pba,2015,7,30,2,snpr,3,268,,zach,ben
519,pba,2016,6,5,1,stsc,3,268,,midoli,midoli
520,fei4,2016,7,25,2,stsc,3,268,,kaia,midoli
521,wfb,2017,6,13,2,repe,3,268,,neha,
522,wfb,2017,6,13,2,repe,3,268,,neha,
523,gog4,2017,7,26,2,stsc,3,268,,jg,jg
524,ssp,2021,7,9,2,stsc,3,268,,RO,RO
525,kis8,2015,5,23,1,bapi,3,267,,,zach
526,cas2,2015,6,15,1,bapi,2,267,,zach,ben
527,hdo,2015,7,29,1,snpr,3,267,,zach,ben
528,pba,2019,7,31,1,stsc,3,267,,TF,KB
529,kis4,2014,7,12,1,bapi,3,266,,midoli,ben
530,hdo,2015,6,2,1,bapi,3,266,,ben,midoli
531,pba,2015,7,2,1,snpr,3,266,,,ben
532,koe1,2015,7,31,1,bapi,3,266,,zach,kaia
533,hdo,2017,6,12,1,bapi,3,266,,neha,
534,chp,2017,8,24,1,kegr,3,266,,kaia,bmm
535,koe1,2020,7,23,2,stfl,3,266,,ZM,
536,koe1,2020,7,23,2,stfl,3,266,,ZM,
537,koe2,2014,6,15,1,dova,3,265,,carolyn,midoli
538,koe2,2014,6,15,2,dova,3,265,,carolyn,midoli
539,ppo,2014,7,10,1,snpr,3,265,,ben,midoli
540,fei1,2014,7,11,1&2,bapi,3,265,,ben,midoli
541,koe1,2014,7,24,2,dova,3,265,,midoli,ben
542,hdo,2014,7,31,2,snpr,3,265,,midoli,midoli
543,pba,2014,9,8,1,bapi,2,265,,carolyn,midoli
544,pba,2014,9,8,1,snpr,3,265,,carolyn,midoli
545,nam1,2015,6,16,1,pegu,2,265,,zach,ben
546,nam2,2015,6,16,1,bapi,2,265,,zach,ben
547,hab6,2015,6,19,1,pegu,2,265,,,ben
548,pba,2015,7,2,1,snpr,3,265,,,ben
549,chp,2015,7,3,2,pegu,3,265,,ben,ben
550,gog3,2015,7,6,2,bapi,2,265,,zach,ben
551,hdo,2015,7,29,1,snpr,3,265,,zach,ben
552,pba,2015,7,30,2,snpr,3,265,,zach,ben
553,ppo,2015,9,2,1,bapi,3,265,,ben,zach
554,chp,2016,6,5,1,pegu,3,265,,midoli,midoli
555,pba,2016,7,3,1,snpr,3,265,,,midoli
556,pba,2016,7,3,1,snpr,3,265,,,midoli
557,gog1,2016,7,22,1,bapi,3,265,,gillian,midoli
558,fan1,2016,7,24,1,pegu,3,265,,kaia,midoli
559,pba,2016,9,18,2,snpr,3,265,,ben,
560,pba,2016,11,17,1,ling,3,265,,ben,
561,ssp,2017,7,8,1,saso,3,265,,kdb,nap
562,ppo,2018,7,11,1,bapi,3,265,,cp,
563,chp,2018,8,25,2,kegr,3,265,,,
564,kis1,2019,8,1,1,bapi,3,265,,ZM,KB
565,gog1,2019,8,2,1,stsc,3,265,,TF,ZM
566,fan1,2021,7,14,1,bapi,2,265,,RO,CP
567,ssp,2014,8,14,2,bapi,3,264,,ben,carolyn
568,kis8,2015,5,23,2,snpr,3,264,,,zach
569,ssp,2018,3,21,1,stfl,3,264,,ben,
570,gog1,2018,7,14,2,bapi,3,264,,TF,
571,hdo,2019,7,29,1,stsc,3,264,,TF,ZM
572,pba,2019,7,31,2,bapi,3,264,,TF,KB
573,pba,2015,7,2,1,snpr,3,263,,,ben
574,pba,2015,9,12,2,snpr,2,263,,zach,zach
575,pba,2016,6,5,1,snpr,3,263,,midoli,midoli
576,ssp,2017,5,26,1,bapi,3,263,,kdb,
577,hdo,2017,8,23,1,bapi,3,263,,kaia,bmm
578,sni1,2014,7,14,1,bapi,3,262,,midoli,ben
579,hdo,2014,8,21,1,snpr,3,262,,midoli,b
580,hdo,2014,8,21,1,bapi,2,262,,midoli,b
581,nam1,2015,6,16,1,bapi,2,262,,zach,ben
582,pba,2015,9,12,2,snpr,2,262,,zach,zach
583,chp,2016,6,5,2,pegu,3,262,,midoli,midoli
584,gog1,2016,7,22,2,stsc,3,262,,gillian,midoli
585,pba,2016,8,4,1,bapi,2,262,,kaia,midoli
586,chp,2017,5,25,2,ling,3,262,,gsb,kdb
587,fan3,2017,7,28,1,bapi,3,262,,jg,kaia
588,kis1,2020,7,24,2,bapi,3,262,,ZM,CP
589,fan3,2014,7,27,2,bapi,3,261,,midoli/carolyn,ben
590,pba,2014,8,13,2,snpr,3,261,,midoli,carolyn
591,fei5,2014,8,23,2,kegr,3,261,,carolyn,midoli
592,hdo,2015,6,2,1,bapi,3,261,,ben,midoli
593,hdo,2015,7,2,1,bapi,3,261,,,ben
594,fei3,2017,7,22,1,bapi,3,261,,jg,kaia
595,gog1,2020,8,4,2,bapi,3,261,,AO,CP
596,pba,2014,6,12,1,bapi,3,260,,midoli,midoli
597,ppo,2014,6,14,1,bapi,3,260,,carolyn,midoli
598,hab3,2014,6,14,1,bapi,3,260,,carolyn,midoli
599,hab3,2014,6,14,1,stsc,3,260,,carolyn,midoli
600,kis3,2014,7,12,2,snpr,3,260,,midoli,ben
601,kis3,2014,7,12,2,snpr,3,260,,midoli,ben
602,koe1,2014,7,24,1,dova,3,260,,midoli,ben
603,koe1,2014,7,24,1,dova,3,260,,midoli,ben
604,koe1,2014,7,24,2,dova,3,260,,midoli,ben
605,hdo,2014,8,21,1,enso,3,260,,midoli,b
606,sni4,2014,8,22,2,bapi,2,260,,midoli,carolyn
607,fei7,2014,8,25,2,bapi,2,260,,ben,carolyn
608,pba,2014,9,8,1,bapi,2,260,,carolyn,midoli
609,pba,2014,9,8,1,snpr,3,260,,carolyn,midoli
610,sni8,2015,6,10,1,bapi,2,260,,zach,zach
611,pba,2015,7,2,1,snpr,3,260,,,ben
612,ppo,2015,7,3,1,bapi,3,260,,ben,ben
613,fei2,2015,7,14,1,bapi,3,260,,ben,zach
614,pba,2016,5,9,2,stsc,3,260,,zach,kaia
615,hdo,2016,6,3,1,stsc,3,260,,kaia,midoli
616,hdo,2016,9,19,2,stsc,3,260,,ang,
617,ppo,2016,11,15,1,bapi,3,260,,gsb,ben
618,ssp,2017,6,13,1,stfl,3,260,,neha,
619,gog4,2017,7,26,2,stsc,3,260,,jg,jg
620,hdo,2017,8,23,1,stsc,3,260,,kaia,bmm
621,chp,2017,8,24,1,kegr,3,260,,kaia,bmm
622,hab2,2018,7,12,2,stsc,3,260,,op,
623,sni1,2018,7,16,2,bapi,3,260,,CP,
624,pba,2014,6,12,1,stfl,3,259,,midoli,midoli
625,koe1,2014,6,15,1,stfl,3,259,,carolyn,midoli
626,koe2,2014,6,15,2,dova,3,259,,carolyn,midoli
627,pba,2015,7,30,2,stsc,3,259,"IF LARGE AMOUNT OF FRESH FISH IN DIET, MAY BE DUE TO OVERLY CROWDED BUCKET",zach,ben
628,gog1,2015,8,15,1,bapi,3,259,,zach,ben
629,pba,2015,9,12,1,snpr,3,259,,zach,zach
630,gog1,2019,8,2,1,bapi,3,259,,TF,ZM
631,koe1,2014,6,15,1,stfl,3,258,,carolyn,midoli
632,pba,2016,5,9,2,bapi,3,258,,zach,kaia
633,hdo,2016,8,4,1,bapi,2,258,,kaia,midoli
634,chp,2017,6,12,2,coro,3,258,,neha,
635,ppo,2018,7,11,1,bapi,3,258,,cp,
636,gog4,2018,7,14,2,rosc,3,258,,TF,
637,ssp,2018,8,24,2,stsc,3,258,,,
638,pba,2019,7,31,1,stsc,3,258,,TF,KB
639,pba,2021,7,10,1,stsc,2,258,,ZM,RO
640,ppo,2015,5,20,1,bapi,2,257,,midoli/zach,zach
641,pba,2015,7,2,1,stsc,3,257,,,ben
642,pba,2015,7,2,2,stsc,3,257,,,ben
643,wfb,2015,9,3,2,repe,3,257,,zach,zach
644,pba,2016,4,9,2,bapi,3,257,,zach,midoli
645,hdo,2017,7,10,1,bapi,3,257,,kdb,nap
646,ppo,2018,5,29,1,bapi,3,257,,,
647,hab2,2018,7,12,1,stsc,3,257,,op,
648,kis1,2020,7,24,2,bapi,3,257,,ZM,CP
649,koe1,2014,6,15,1,stfl,3,256,,carolyn,midoli
650,ppo,2014,9,10,2,snpr,3,256,,midoli,carolyn
651,wfb,2015,9,3,2,repe,3,256,,zach,zach
652,ssp,2016,5,8,1,stfl,3,256,,zach,kaia
653,fan3,2016,7,24,2,bapi,3,256,,kaia,midoli
654,pba,2019,7,31,2,stsc,3,256,,TF,KB
655,fan1,2019,8,3,2,bapi,3,256,,KB,TF
656,koe1,2020,7,23,2,stfl,3,256,,ZM,
657,hdo,2021,7,8,2,bapi,2,256,,CP,RO
658,ppo,2021,7,10,1,stsc,3,256,,CP,RO
659,ssp,2014,6,11,1,coro,3,255,,midoli,midoli
660,koe2,2014,6,15,2,dova,3,255,,carolyn,midoli
661,koe2,2014,6,15,2,dova,3,255,,carolyn,midoli
662,pba,2014,8,13,2,snpr,3,255,,midoli,carolyn
663,hdo,2014,8,21,1,snpr,3,255,,midoli,b
664,hdo,2014,9,7,1,bapi,2,255,,carolyn,midoli
665,pba,2014,9,8,1,bapi,2,255,,carolyn,midoli
666,pba,2015,7,2,1,snpr,3,255,,,ben
667,pba,2015,7,2,2,bapi,3,255,,,ben
668,hdo,2016,7,2,1,bapi,3,255,,ben,midoli
669,kis1,2016,7,21,2,bapi,3,255,,kaia,midoli
670,ppo,2017,7,9,1,bapi,3,255,,kdb,nap
671,fan1,2017,7,28,1,bapi,3,255,,jg,kaia
672,pba,2017,8,24,1,stsc,3,255,,kaia,bmm
673,chp,2017,8,24,1,kegr,3,255,,kaia,bmm
674,chp,2017,8,24,2,kegr,3,255,,kaia,bmm
675,ssp,2018,3,21,2,stfl,3,255,,ben,
676,fei4,2018,7,17,1,bapi,3,255,,CP,
677,kis2,2019,8,1,2,bapi,3,255,,KB,KB
678,fan1,2021,7,14,1,whgr,3,255,,RO,CP
679,fan3,2014,7,27,2,kegr,3,254,,midoli/carolyn,ben
680,hdo,2014,7,31,2,snpr,3,254,,midoli,midoli
681,hdo,2014,7,31,2,snpr,3,254,,midoli,midoli
682,pba,2015,7,2,1,bapi,3,254,,,ben
683,ssp,2016,7,4,1,pegu,3,254,,kaia,midoli
684,pba,2019,7,31,2,bapi,3,254,,TF,KB
685,koe1,2019,8,4,2,stfl,3,254,,TF,KB
686,ssp,2014,9,9,1,stfl,3,253,,midoli,carolyn
687,kis8,2015,5,23,1,bapi,3,253,,,zach
688,pba,2015,7,30,1,snpr,3,253,,zach,ben
689,koe3,2015,7,31,1,pegu,3,253,,zach,kaia
690,koe1,2015,9,13,2,stfl,3,253,,zach,zach
691,koe1,2020,7,23,2,stfl,3,253,,ZM,
692,chp,2021,7,8,1,pegu,2,253,,ZM,RO
693,pba,2014,8,13,1,bapi,3,252,,midoli,carolyn
694,ssp,2014,8,14,2,bapi,3,252,,ben,carolyn
695,hdo,2014,8,21,1,snpr,3,252,,midoli,b
696,hdo,2015,6,2,1,stsc,2,252,,ben,midoli
697,hdo,2015,6,2,1,snpr,3,252,,ben,midoli
698,hdo,2015,7,2,1,bapi,3,252,,,ben
699,chp,2015,7,3,2,pegu,3,252,,ben,ben
700,gog2,2015,7,6,2,stsc,3,252,,zach,ben
701,ppo,2015,7,29,1,bapi,3,252,,zach,ben
702,chp,2015,7,30,1,kegr,2,252,,zach,ben
703,fei3,2015,8,2,2,stfl,3,252,,,
704,pba,2019,7,31,2,stsc,3,252,,TF,KB
705,pba,2019,7,31,2,stsc,3,252,,TF,KB
706,koe1,2021,7,11,2,stsc,3,252,,CP,RO
707,sni12,2015,8,14,1,bapi,2,251,,midoli,zach
708,chp,2018,8,25,1,bapi,3,251,,,
709,fan1,2019,8,3,2,bapi,3,251,,KB,TF
710,pba,2020,7,21,1,stsc,3,251,,CP,
711,hab2,2014,6,14,1,pegu,3,250,,carolyn,midoli
712,koe1,2014,6,15,1,stfl,3,250,,carolyn,midoli
713,koe1,2014,6,15,2,saso,3,250,,carolyn,midoli
714,kis3,2014,7,12,2,snpr,3,250,,midoli,ben
715,koe1,2014,7,24,1,dova,3,250,,midoli,ben
716,hdo,2014,7,31,1,bapi,2,250,,midoli,midoli
717,hdo,2014,7,31,2,snpr,3,250,,midoli,midoli
718,sni4,2014,8,22,2,bapi,2,250,,midoli,carolyn
719,hdo,2014,9,7,1,bapi,2,250,,carolyn,midoli
720,pba,2014,9,8,1,bapi,2,250,,carolyn,midoli
721,koe1,2015,6,1,2,dova,3,250,,midoli,ben
722,pba,2015,7,2,1,snpr,3,250,,,ben
723,pba,2015,7,2,2,stsc,3,250,,,ben
724,koe1,2015,7,31,2,dova,3,250,,zach,kaia
725,ris6,2015,8,17,2,stfl,3,250,,midoli,midoli
726,hdo,2016,6,3,1,bapi,3,250,,kaia,midoli
727,hdo,2016,7,2,1,stfl,3,250,,ben,midoli
728,kis1,2016,7,21,2,pegu,3,250,,kaia,midoli
729,pba,2016,8,4,1,bapi,2,250,,kaia,midoli
730,pba,2016,9,18,1,stsc,3,250,,ben,
731,pba,2016,9,18,1,bapi,3,250,,ben,
732,hdo,2016,9,19,1,bapi,2,250,,ang,
733,fei3,2017,7,22,1,stfl,3,250,,jg,kaia
734,kis2,2017,7,24,2,stsc,3,250,,,kaia
735,gog4,2017,7,26,2,stfl,3,250,,jg,jg
736,gog4,2017,7,26,2,stsc,3,250,,jg,jg
737,ppo,2018,7,11,1,bapi,3,250,,cp,
738,hab2,2018,7,12,1,repe,3,250,,op,
739,gog4,2018,7,14,2,rosc,3,250,,TF,
740,gog1,2019,8,2,2,stsc,3,250,,TF,ZM
741,fan1,2019,8,3,2,bapi,3,250,,KB,TF
742,kis2,2020,7,24,1,bapi,2,250,,ZM,CP
743,gog1,2021,7,13,1,bapi,3,250,,KB,CP
744,koe1,2014,6,15,2,stfl,3,249,,carolyn,midoli
745,ssp,2014,9,9,1,kegr,3,249,,midoli,carolyn
746,ssp,2015,7,1,1,kegr,3,249,,,ben
747,gog1,2015,8,15,1,bapi,3,249,,zach,ben
748,gog1,2019,8,2,1,bapi,3,249,,TF,ZM
749,koe1,2019,8,4,2,stfl,3,249,,TF,KB
750,gog4,2021,7,13,2,stsc,3,249,,RO,KB
751,koe1,2014,6,15,2,enso,3,248,,carolyn,midoli
752,pba,2014,7,10,2,snpr,3,248,,ben,midoli
753,koe1,2014,9,7,1,stsc,3,248,,carolyn,midoli
754,pba,2015,7,30,2,bapi,3,248,,zach,ben
755,chp,2016,8,3,1,bapi,3,248,,midoli,ben
756,chp,2016,9,19,1,bapi,3,248,,ang,
757,pba,2016,11,17,2,bapi,3,248,,ben,
758,chp,2018,8,25,1,kegr,3,248,,,
759,sni10,2015,8,13,2,bapi,2,247,,ben,zach
760,pba,2017,4,1,2,bapi,3,247,,tyrel,tyrel
761,fei4,2018,7,17,1,stfl,3,247,,TF,
762,gog1,2019,8,2,1,bapi,3,247,,TF,ZM
763,hdo,2020,7,19,1,bapi,3,247,,CP,
764,gog4,2021,7,13,2,stsc,3,247,,RO,KB
765,hdo,2014,7,3,1,snpr,3,246,,midoli,midoli
766,koe1,2014,7,24,2,dova,3,246,,midoli,ben
767,hdo,2014,7,31,1,bapi,2,246,,midoli,midoli
768,hdo,2014,8,21,1,snpr,3,246,,midoli,b
769,hdo,2015,6,2,1,snpr,3,246,,ben,midoli
770,pba,2015,7,2,2,stsc,3,246,,,ben
771,kis6,2015,7,7,2,stsc,3,246,,kaia,ben
772,fan3,2016,7,24,1,bapi,3,246,,kaia,midoli
773,pba,2017,6,11,2,stsc,3,246,,tyrel,
774,hdo,2018,7,11,1,bapi,3,246,,kb,
775,gog1,2019,8,2,2,bapi,3,246,,TF,ZM
776,koe1,2020,7,23,2,stfl,3,246,,ZM,
777,koe1,2020,7,23,2,stfl,3,246,,ZM,
778,hab2,2014,6,14,3,kegr,3,245,,carolyn,midoli
779,hdo,2014,7,31,2,snpr,3,245,,midoli,midoli
780,hdo,2014,7,31,2,snpr,3,245,,midoli,midoli
781,pba,2014,8,13,1,stsc,3,245,,midoli,carolyn
782,hdo,2014,8,21,1,snpr,3,245,,midoli,b
783,koe1,2015,6,1,2,dova,3,245,,midoli,ben
784,pba,2015,7,2,1,snpr,3,245,,,ben
785,chp,2015,7,3,2,kegr,3,245,,ben,ben
786,hab2,2015,7,12,1,repe,3,245,,zach,zach
787,pba,2015,7,30,2,stsc,3,245,"IF LARGE AMOUNT OF FRESH FISH IN DIET, MAY BE DUE TO OVERLY CROWDED BUCKET",zach,ben
788,sni12,2015,8,14,2,grsc,3,245,,midoli,zach
789,pba,2016,6,5,1,stsc,3,245,,midoli,midoli
790,pba,2016,7,3,1,snpr,3,245,,,midoli
791,wfb,2016,8,2,1,bapi,3,245,,midoli,ben
792,pba,2016,9,18,1,bapi,3,245,,ben,
793,pba,2016,9,18,1,bapi,3,245,,ben,
794,hdo,2016,9,19,1,bapi,2,245,,ang,
795,ppo,2016,11,15,1,bapi,3,245,,gsb,ben
796,ssp,2017,5,26,1,bapi,3,245,,kdb,
797,ppo,2017,6,11,1,bapi,3,245,,tyrel,
798,gog1,2017,7,26,1,stsc,3,245,,jg,jg
799,hdo,2018,3,19,2,bapi,3,245,,ben,
800,hab2,2018,7,12,1,repe,3,245,,op,
801,kis1,2018,7,13,1,bapi,3,245,,ZM,TF
802,pba,2019,7,31,1,stsc,3,245,,TF,KB
803,kis1,2019,8,1,1,bapi,3,245,,ZM,KB
804,fan1,2019,8,3,2,bapi,3,245,,KB,TF
805,fan1,2019,8,3,2,bapi,3,245,,KB,TF
806,ppo,2020,7,21,1,bapi,3,245,,AO,
807,koe1,2020,7,23,2,stfl,3,245,,ZM,
808,kis2,2021,7,12,1,stsc,3,245,,RO,KB
809,fei5,2014,8,23,1,bapi,2,244,,carolyn,midoli
810,pba,2015,7,2,1,snpr,3,244,,,ben
811,pba,2015,7,2,2,stsc,3,244,,,ben
812,gog1,2017,7,26,1,bapi,3,244,,jg,jg
813,chp,2018,5,29,1,pegu,3,244,,,
814,gog1,2018,7,14,1,bapi,3,244,,TF,
815,fan3,2019,8,3,1,bapi,3,244,,KB,TF
816,ppo,2020,7,21,1,stsc,3,244,,AO,
817,gog1,2020,8,4,1,stsc,3,244,,AO,CP
818,fan1,2021,7,14,1,bapi,2,244,,RO,CP
819,pba,2014,7,10,2,snpr,3,243,,ben,midoli
820,hab5,2015,6,14,1,bapi,2,243,,zach,midoli
821,pba,2015,7,2,1,bapi,3,243,,,ben
822,hdo,2015,7,2,1,bapi,3,243,,,ben
823,pba,2015,7,30,1,stsc,3,243,,zach,ben
824,pba,2016,4,9,2,bapi,3,243,,zach,midoli
825,ssp,2017,5,26,1,bapi,3,243,,kdb,
826,pba,2017,6,11,2,stsc,3,243,,tyrel,
827,pba,2019,7,31,2,bapi,3,243,,TF,KB
828,pba,2019,7,31,2,bapi,3,243,,TF,KB
829,gog1,2019,8,2,2,bapi,3,243,,TF,ZM
830,pba,2020,7,21,1,stsc,3,243,,CP,
831,kis1,2020,7,24,2,bapi,3,243,,ZM,CP
832,gog1,2020,8,4,2,bapi,3,243,,AO,CP
833,koe2,2014,6,15,2,dova,3,242,,carolyn,midoli
834,hdo,2014,8,21,1,snpr,3,242,,midoli,b
835,fei5,2014,8,23,1,bapi,2,242,,carolyn,midoli
836,hdo,2015,6,2,1,stsc,2,242,,ben,midoli
837,nam1,2015,6,16,1,stfl,2,242,,zach,ben
838,hdo,2015,7,29,1,snpr,3,242,,zach,ben
839,gog1,2015,8,15,1,bapi,3,242,,zach,ben
840,hdo,2016,4,12,2,stfl,3,242,,midoli,midoli
841,kis1,2016,7,21,2,bapi,3,242,,kaia,midoli
842,ssp,2016,8,2,1,bapi,3,242,,midoli,ben
843,ssp,2016,8,2,2,stfl,3,242,,midoli,ben
844,pba,2016,9,18,1,bapi,3,242,,ben,
845,fan3,2018,7,15,2,bapi,3,242,,CP,
846,pba,2019,7,31,2,bapi,3,242,,TF,KB
847,kis1,2019,8,1,1,bapi,3,242,,ZM,KB
848,kis1,2020,7,24,2,bapi,3,242,,ZM,CP
849,pba,2014,7,10,2,snpr,3,241,,ben,midoli
850,fan3,2014,7,27,1,bapi,3,241,,midoli/carolyn,ben
851,hdo,2014,8,21,1,snpr,3,241,,midoli,b
852,hdo,2015,6,2,1,stsc,2,241,,ben,midoli
853,pba,2015,7,2,2,stsc,3,241,,,ben
854,ssp,2015,7,28,1,stfl,3,241,,ben,zach
855,pba,2015,9,12,1,bapi,3,241,,zach,zach
856,ssp,2016,7,4,1,pegu,3,241,,kaia,midoli
857,hdo,2017,6,12,1,bapi,3,241,,neha,
858,pba,2017,7,9,2,bapi,3,241,,kdb,nap
859,kis2,2018,7,13,2,bapi,3,241,,ZM,TF
860,fei3,2018,7,17,2,bapi,3,241,,TF,
861,pba,2019,7,31,2,stsc,3,241,,TF,KB
862,gog1,2019,8,2,1,bapi,3,241,,TF,ZM
863,chp,2020,7,19,2,pegu,3,241,,CP,ZM
864,koe1,2021,7,11,2,stfl,3,241,,CP,RO
865,hab2,2014,6,14,3,kegr,3,240,,carolyn,midoli
866,hab3,2014,6,14,1,bapi,3,240,,carolyn,midoli
867,hdo,2014,7,3,1,snpr,3,240,,midoli,midoli
868,pba,2014,7,10,2,snpr,3,240,,ben,midoli
869,koe1,2014,7,24,1,dova,3,240,,midoli,ben
870,kis6,2014,7,28,1,bapi,2,240,,,ben
871,hdo,2014,7,31,1,bapi,2,240,,midoli,midoli
872,fei3,2014,8,15,1,bapi,2,240,,carolyn,m
873,hdo,2014,8,21,1,snpr,3,240,,midoli,b
874,fei5,2014,8,23,1,bapi,2,240,,carolyn,midoli
875,pba,2014,9,8,1,bapi,2,240,,carolyn,midoli
876,pba,2015,5,3,1,bapi,2,240,,ben,midoli
877,ppo,2015,5,20,1,bapi,2,240,,midoli/zach,zach
878,pba,2015,5,20,1,pipe,2,240,,midoli/zach,zach
879,kis8,2015,5,23,1,bapi,3,240,,,zach
880,pba,2015,7,2,2,stsc,3,240,,,ben
881,fan1,2015,7,5,2,bapi,3,240,,ben,ben
882,hab2,2015,7,12,1,repe,3,240,,zach,zach
883,pba,2015,7,30,2,stsc,3,240,"IF LARGE AMOUNT OF FRESH FISH IN DIET, MAY BE DUE TO OVERLY CROWDED BUCKET",zach,ben
884,gog4,2015,8,15,2,bapi,3,240,,zach,ben
885,ris6,2015,8,17,1,saso,3,240,,midoli,midoli
886,koe1,2015,9,13,2,stsc,3,240,,zach,zach
887,hdo,2016,4,12,1,bapi,3,240,,midoli,midoli
888,pba,2016,7,3,1,stpe,3,240,,kaia,midoli
889,ssp,2016,7,4,1,kegr,3,240,,kaia,midoli
890,kis1,2016,7,21,2,pegu,3,240,,kaia,midoli
891,fan3,2016,7,24,1,bapi,3,240,,kaia,midoli
892,pba,2017,4,1,2,bapi,3,240,,tyrel,tyrel
893,ssp,2017,6,13,1,stsc,3,240,,neha,
894,hab4,2017,7,20,2,stsc,3,240,,jg,kaia
895,gog1,2017,7,26,1,bapi,3,240,,jg,jg
896,fan3,2017,7,28,1,bapi,3,240,,jg,kaia
897,fan3,2018,7,15,1,bapi,3,240,,CP,
898,koe1,2018,7,18,1,stfl,3,240,,KB,
899,pba,2019,7,31,2,bapi,3,240,,TF,KB
900,koe1,2020,7,23,1,stfl,3,240,,ZM,
901,fan3,2020,7,25,1,bapi,3,240,,AO,CP
902,ppo,2014,9,10,1,bapi,2,239,,midoli,carolyn
903,gog4,2015,8,15,2,bapi,3,239,,zach,ben
904,ssp,2016,7,4,1,kegr,3,239,,kaia,midoli
905,gog1,2016,7,22,1,bapi,3,239,,gillian,midoli
906,fei4,2016,7,25,1,bapi,3,239,,kaia,midoli
907,pba,2016,9,18,1,bapi,3,239,,ben,
908,gog4,2018,7,14,2,stsc,3,239,,TF,
909,gog1,2018,7,14,2,bapi,3,239,,TF,
910,gog1,2018,7,14,1,bapi,3,239,,TF,
911,ssp,2019,7,30,1,stfl,3,239,,KB,TF
912,ssp,2021,7,9,1,rogr,3,239,,CP,RO
913,fei8,2015,5,21,2,bapi,2,238,,zach/ben,zach
914,fei9,2015,5,21,1,bapi,2,238,,zach/ben,zach
915,kis1,2015,6,17,2,pegu,3,238,,,ben
916,pba,2015,7,30,2,stsc,3,238,"IF LARGE AMOUNT OF FRESH FISH IN DIET, MAY BE DUE TO OVERLY CROWDED BUCKET",zach,ben
917,kis1,2016,7,21,2,bapi,3,238,,kaia,midoli
918,pba,2016,8,4,2,stsc,3,238,,kaia,midoli
919,ppo,2016,11,15,1,bapi,3,238,,gsb,ben
920,kis2,2019,8,1,2,bapi,3,238,,KB,KB
921,gog1,2019,8,2,2,bapi,3,238,,TF,ZM
922,fan1,2019,8,3,2,bapi,3,238,,KB,TF
